 , , , 
 ,Performance of MyLamport, , 
Processes,Requests,Average Time (in seconds),Number of Runs
4,4,0.4557686777334311,4
4,8,0.8678452005042345,4
 , , , 
 ,Performance of Original Lamport, , 
Processes,Requests,Average Time (in seconds),Number of Runs
4,4,0.11400390249764314,4
4,8,0.13364331549382769,4
 , , , 
 ,Performance of Special Lamport, , 
Processes,Requests,Average Time (in seconds),Number of Runs
4,4,0.08199551999859978,4
4,8,0.07983553149824729,4
